"county","year","cohort","treated","age","female","region","ssb_oz"
2,2019,0,0,48.9446265845133,1,"Northeast",3.64808337930698
3,2019,2013,1,50.3100058426611,1,"Northeast",10.433100029255
4,2019,2017,1,34.6725569185774,1,"Northeast",11.7227718562231
5,2019,2017,1,23.7766000360547,0,"South",7.56251216178724
6,2019,0,0,48.7080526485935,0,"West",10.9450873805476
7,2019,2015,1,18,0,"West",9.74951826540018
8,2019,2013,1,28.3361087369699,0,"South",6.75454068567501
9,2019,2015,1,45.1457291103646,1,"South",8.22266611291963
10,2019,2017,1,29.2549908221602,1,"South",7.62195863145299
11,2019,2013,1,55.7400825770227,0,"Midwest",3.76257504789907
12,2019,2015,1,42.5592018866715,0,"South",9.11900414723852
13,2019,2017,1,54.1241887174734,0,"Midwest",11.9901194851522
14,2019,0,0,62.9007913245135,1,"South",8.84207684476819
15,2019,0,0,43.4593435971582,1,"West",11.5215194701803
16,2019,2017,1,23.8667543368867,1,"South",11.5819973759715
17,2019,2013,1,24.7155706455792,0,"Northeast",13.1990884718929
18,2019,0,0,55.6535807944667,1,"West",11.7135338575476
19,2019,2013,1,43.9603085858448,1,"South",2.84206003179955
20,2019,2017,1,27.1093877627767,1,"Northeast",11.5819782219753
21,2019,2017,1,20.7742908921957,1,"South",10.8534369147701
22,2019,2017,1,56.7093426665807,0,"Midwest",11.6349670751243
23,2019,2013,1,31.7083418380206,1,"Midwest",2.91089051786831
24,2019,0,0,42.0598652081024,0,"Midwest",11.840516963215
25,2019,2013,1,28.8034394981796,1,"Northeast",8.54887517265843
26,2019,2013,1,32.5432826919119,1,"South",9.21300838742892
27,2019,2015,1,34.7787453722496,0,"Midwest",7.16528527747384
28,2019,2015,1,50.0991369334112,1,"West",4.23500613543265
29,2019,2015,1,41.3839639667763,1,"West",4.76179957632984
30,2019,2015,1,60.9127794070076,0,"West",13.9535876023739
31,2019,2015,1,18,1,"Midwest",6.045447447031
32,2019,2013,1,57.8597930251396,0,"Northeast",7.19516992016252
33,2019,2017,1,34.4553285305316,0,"Midwest",9.69052226502257
34,2019,2015,1,37.7877419935237,0,"Northeast",10.6698206457946
35,2019,2017,1,41.825874458272,0,"Northeast",9.24564225316144
36,2019,0,0,45.0587764778913,1,"West",11.2208942670838
37,2019,0,0,50.4664616645311,1,"West",4.78395497523363
38,2019,0,0,18,1,"West",12.7850662681624
39,2019,2013,1,55.4175156307641,0,"South",2.36681752321234
40,2019,2015,1,54.5563878499975,1,"South",9.30484480198314
1,2010,0,0,48.9671421495766,1,"West",14.3210699543349
2,2010,0,0,31.7527051993668,0,"Northeast",17.7251827038372
3,2010,2013,0,20.1126389223809,1,"Northeast",11.3633012375422
4,2010,2017,0,63.2111861582432,1,"Northeast",8.84047314093112
5,2010,2017,0,63.5005246645225,1,"South",7.76288640952275
6,2010,0,0,38.0762211485382,1,"West",10.3201534313594
7,2010,2015,0,33.8696785861915,1,"West",11.9076771375243
8,2010,2013,0,77.4625316616554,0,"South",14.4798597618026
9,2010,2015,0,66.3521970823525,0,"South",12.9406065403593
10,2010,2017,0,52.4409143474564,0,"South",14.575673258082
11,2010,2013,0,60.0217069992863,1,"Midwest",14.3985818092943
12,2010,2015,0,18,1,"South",15.2395357613912
13,2010,2017,0,44.2090954436495,1,"Midwest",10.6843542170724
14,2010,0,0,43.1044204106692,1,"South",15.3837211942928
15,2010,0,0,60.1719151157932,0,"West",11.9385084407513
16,2010,2017,0,37.9507216319593,0,"South",17.2243776834907
17,2010,2013,0,66.0093673985088,1,"Northeast",10.2601001280911
18,2010,0,0,45.0799475087339,1,"West",12.0308295099018
19,2010,2013,0,51.6418370008871,1,"South",6.80612952197562
20,2010,2017,0,34.5660328322884,1,"Northeast",11.5976719128122
21,2010,2017,0,23.5011952067416,1,"South",9.79985683550079
22,2010,2017,0,31.6288147079658,1,"Midwest",13.9459554225758
23,2010,2013,0,53.0291901985756,1,"Midwest",8.42536145175494
24,2010,0,0,38.2306613141062,1,"Midwest",15.7243730996783
25,2010,2013,0,53.8136891688275,0,"Northeast",15.2055489048951
26,2010,2013,0,46.6438222479485,0,"South",15.5864148481774
27,2010,2015,0,29.3674646960062,1,"Midwest",10.9065499771699
28,2010,2015,0,60.942038577983,0,"West",13.5103115220359
29,2010,2015,0,21.2598858969943,1,"West",14.18506352945
30,2010,2015,0,37.775914217844,1,"West",11.9099346233925
31,2010,2015,0,32.1069097631114,0,"Midwest",11.806999272218
32,2010,2013,0,18,1,"Northeast",9.90510462470227
33,2010,2017,0,40.1885594060824,0,"Midwest",16.8358248695934
34,2010,2015,0,50.5712816520149,0,"Northeast",16.8526279490918
35,2010,2017,0,48.406918151536,0,"Northeast",10.471518027415
36,2010,0,0,18,0,"West",14.2460513440846
37,2010,0,0,41.7946133482866,0,"West",12.931455336431
38,2010,0,0,29.7785507953454,1,"West",10.7409530329586
39,2010,2013,0,40.2269319246838,0,"South",9.99464317813739
40,2010,2015,0,57.9048733157442,0,"South",14.4936858743696
1,2011,0,0,43.3581131432854,1,"West",5.890485699953
2,2011,0,0,57.2031295507253,1,"Northeast",9.22029944456597
3,2011,2013,0,48.8369818431186,1,"Northeast",15.5976837230195
4,2011,2017,0,23.546770934545,1,"Northeast",5.96979417224734
5,2011,2017,0,18,0,"South",9.99868397354697
6,2011,0,0,25.2127375732549,1,"West",16.8212132991958
7,2011,2015,0,34.7980946306103,1,"West",12.6336119037142
8,2011,2013,0,45.2358302164967,1,"South",14.7596590946764
9,2011,2015,0,52.2480463149209,0,"South",9.01813791389492
10,2011,2017,0,45.5437713606586,0,"South",13.0943167030629
11,2011,2013,0,67.7404586778808,0,"Midwest",13.2160002974367
12,2011,2015,0,38.644514012226,1,"South",7.68784193276575
13,2011,2017,0,30.894583290468,0,"Midwest",18.7189602459275
14,2011,0,0,46.7713136162372,0,"South",7.58979970170689
15,2011,0,0,28.1838459464346,1,"West",13.7774005094147
16,2011,2017,0,39.1546859046054,1,"South",9.25711490762764
17,2011,2013,0,54.5344743024465,1,"Northeast",11.2941115576223
18,2011,0,0,46.2817139743985,0,"West",10.5752073876635
19,2011,2013,0,43.6373564768698,1,"South",14.3699901257188
20,2011,2017,0,26.8740717367312,1,"Northeast",9.33765272317277
21,2011,2017,0,32.0537871783702,0,"South",13.0101006327881
22,2011,2017,0,80,0,"Midwest",14.0717435193964
23,2011,2013,0,35.8021586542845,0,"Midwest",18.4277192791331
24,2011,0,0,29.7710730200743,1,"Midwest",4.41114905230583
25,2011,2013,0,39.9624324531064,0,"Northeast",14.3738498832005
26,2011,2013,0,46.3468482902473,1,"South",11.282971703058
27,2011,2015,0,18,1,"Midwest",11.3742753202741
28,2011,2015,0,18,0,"West",15.2866562671115
29,2011,2015,0,61.592712327751,0,"West",12.1382236967305
30,2011,2015,0,44.1283770338714,0,"West",14.0487274751197
31,2011,2015,0,48.0233694607558,1,"Midwest",8.16658759397675
32,2011,2013,0,51.0394484441509,1,"Northeast",7.42888364028191
33,2011,2017,0,28.0767093143613,1,"Midwest",9.1372080825964
34,2011,2015,0,50.5298549904631,1,"Northeast",12.4011866657065
35,2011,2017,0,26.3236947567647,1,"Northeast",9.56929039137926
36,2011,0,0,63.581704270601,1,"West",15.0874250729082
37,2011,0,0,49.0128371380521,0,"West",6.79818113259285
38,2011,0,0,29.2567002857028,1,"West",15.2824917103749
39,2011,2013,0,36.3645599412483,0,"South",14.4663406763796
40,2011,2015,0,38.1044840222627,0,"South",15.6737865942006
1,2012,0,0,56.9362681403557,0,"West",10.7472236274272
2,2012,0,0,43.1108382853274,1,"Northeast",12.7921543227543
3,2012,2013,0,32.6637074303118,0,"Northeast",5.01319205402256
4,2012,2017,0,18,0,"Northeast",13.4233655376553
5,2012,2017,0,41.5968313144999,0,"South",4.81065855608771
6,2012,0,0,30.3586986050004,0,"West",15.6886577683773
7,2012,2015,0,42.6725816829088,1,"West",11.3781783957213
8,2012,2013,0,26.8647363754086,1,"South",6.68090971622623
9,2012,2015,0,54.6900347605078,0,"South",9.68804981362558
10,2012,2017,0,40.6022592204956,1,"South",8.29464182981794
11,2012,2013,0,37.1250838799485,0,"Midwest",9.37245534587384
12,2012,2015,0,32.2313371621092,0,"South",16.6347704911769
13,2012,2017,0,24.7947371690174,1,"Midwest",6.08427177803144
14,2012,0,0,28.6884091297387,0,"South",14.6342585380858
15,2012,0,0,18,1,"West",8.10057019306706
16,2012,2017,0,51.3518030910116,1,"South",3.01181538505289
17,2012,2013,0,27.8093444032986,0,"Northeast",9.08505933005103
18,2012,0,0,43.7232675538829,1,"West",13.306914154962
19,2012,2013,0,37.474241001617,1,"South",11.8127683588966
20,2012,2017,0,30.0383904083871,1,"Northeast",18.0618717154624
21,2012,2017,0,50.8413261851373,1,"South",9.14473997338735
22,2012,2017,0,50.4493574934253,1,"Midwest",10.876834793215
23,2012,2013,0,39.4396657514913,1,"Midwest",15.1491986297016
24,2012,0,0,72.3503023746328,1,"Midwest",8.81123453740298
25,2012,2013,0,35.985203111607,1,"Northeast",14.2161316030497
26,2012,2013,0,49.8391509452412,1,"South",10.4081162481769
27,2012,2015,0,37.6070205812607,1,"Midwest",7.62591785148331
28,2012,2015,0,25.4537894858325,1,"West",15.950415039343
29,2012,2015,0,31.3896923267614,1,"West",13.8396245162142
30,2012,2015,0,40.7410725272572,0,"West",16.000325970015
31,2012,2015,0,41.3435836460304,0,"Midwest",17.9910170752202
32,2012,2013,0,53.276239708042,0,"Northeast",8.91163172960185
33,2012,2017,0,66.4892463092071,0,"Midwest",14.9148417546061
34,2012,2015,0,52.9534832336902,0,"Northeast",12.8827425161064
35,2012,2017,0,42.3949336579487,1,"Northeast",10.326989528062
36,2012,0,0,41.4949894556261,1,"West",9.52996158645379
37,2012,0,0,18,0,"West",12.7866392347763
38,2012,0,0,72.6944556260867,1,"West",3.942419421653
39,2012,2013,0,29.3155341289016,0,"South",11.340299329998
40,2012,2015,0,18,1,"South",8.8884209214941
1,2013,0,0,29.0504946524789,1,"West",7.53617153799531
2,2013,0,0,32.1600211734011,0,"Northeast",11.7445054308735
3,2013,2013,1,35.2259835384894,0,"Northeast",6.86352089372868
4,2013,2017,0,35.839750022139,0,"Northeast",16.2258745737638
5,2013,2017,0,55.3569264480568,0,"South",10.1975505833146
6,2013,0,0,26.9532700132289,0,"West",12.6434095596215
7,2013,2015,0,38.8555829215367,1,"West",11.5004652450214
8,2013,2013,1,72.0490324371426,1,"South",4.50355592460636
9,2013,2015,0,18,1,"South",15.812369382503
10,2013,2017,0,39.2065412983857,0,"South",8.27005023957852
11,2013,2013,1,58.8692385428379,1,"Midwest",10.8260116997162
12,2013,2015,0,23.4570835780112,1,"South",9.45358720427909
13,2013,2017,0,20.0493070069654,1,"Midwest",12.8088903033055
14,2013,0,0,48.5935054689957,0,"South",11.6460100635388
15,2013,0,0,56.0812594308055,0,"West",10.8787010639912
16,2013,2017,0,33.4900465653618,1,"South",6.99286082639631
17,2013,2013,1,39.7931822060418,0,"Northeast",7.57574289997162
18,2013,0,0,63.9888843744132,1,"West",10.4632636879295
19,2013,2013,1,65.3806024605507,0,"South",13.6981122407979
20,2013,2017,0,57.7945731969937,0,"Northeast",13.970389127933
21,2013,2017,0,36.3596864846814,0,"South",6.52809764988318
22,2013,2017,0,39.7322876228032,0,"Midwest",12.9440737516048
23,2013,2013,1,43.8893084142197,0,"Midwest",17.100352019107
24,2013,0,0,20.8975585619414,1,"Midwest",8.55392711657105
25,2013,2013,1,30.8689170434529,1,"Northeast",8.40165301608155
26,2013,2013,1,56.9485223016676,0,"South",11.5793522454392
27,2013,2015,0,64.7158338506042,0,"Midwest",9.38237318114524
28,2013,2015,0,59.154328367393,0,"West",12.9470257870104
29,2013,2015,0,39.2345371388113,0,"West",15.5427485124263
30,2013,2015,0,47.7589721248492,1,"West",6.32431728049016
31,2013,2015,0,50.1283127609894,1,"Midwest",9.67288493725245
32,2013,2013,1,24.6673414568963,1,"Northeast",10.7903775317381
33,2013,2017,0,30.880955538358,1,"Midwest",8.30131460071742
34,2013,2015,0,22.8749734878982,0,"Northeast",14.3661965755298
35,2013,2017,0,29.5344441452812,1,"Northeast",11.6664478830079
36,2013,0,0,54.4822172325461,0,"West",9.40987848810742
37,2013,0,0,74.9943264396255,1,"West",8.65904373463693
38,2013,0,0,43.2911119287519,0,"West",9.39434345113131
39,2013,2013,1,29.9926087897735,1,"South",6.79942098554936
40,2013,2015,0,26.1327635524749,1,"South",9.02369747427676
1,2014,0,0,34.722026826091,1,"West",12.3503273590843
2,2014,0,0,43.2473290041735,1,"Northeast",11.0530199908341
3,2014,2013,1,34.7536132849355,1,"Northeast",10.5512125932987
4,2014,2017,0,31.8615185268167,1,"Northeast",12.3171169365833
5,2014,2017,0,22.3824760628407,1,"South",14.9358677128352
6,2014,0,0,59.2589731629478,1,"West",8.96934705575589
7,2014,2015,0,18,1,"West",7.10151012626229
8,2014,2013,1,39.352136197698,1,"South",8.29082764734311
9,2014,2015,0,33.8429454711965,1,"South",8.01170567241926
10,2014,2017,0,40.5211084662242,1,"South",15.5902244502074
11,2014,2013,1,67.4970977418837,1,"Midwest",6.75070602494083
12,2014,2015,0,22.6648262402632,1,"South",15.1238065968145
13,2014,2017,0,36.2412513961422,1,"Midwest",11.484280929521
14,2014,0,0,47.7039126853711,1,"South",11.2069854317633
15,2014,0,0,32.1990839572595,0,"West",13.3441611228943
16,2014,2017,0,29.7299984074956,0,"South",15.9706563503959
17,2014,2013,1,41.0832761413496,1,"Northeast",11.0977343468201
18,2014,0,0,24.475070803227,1,"West",16.2823690828295
19,2014,2013,1,28.5904872356446,0,"South",5.33028636658261
20,2014,2017,0,36.8713270319383,0,"Northeast",12.2959774824738
21,2014,2017,0,24.0453057254354,1,"South",7.37690810003499
22,2014,2017,0,47.3993382118105,0,"Midwest",17.2408055194375
23,2014,2013,1,26.1477057687349,1,"Midwest",10.7305063015687
24,2014,0,0,36.1812688498004,1,"Midwest",9.8202274548757
25,2014,2013,1,41.5353506813573,1,"Northeast",11.2872005039154
26,2014,2013,1,72.8147259700863,0,"South",7.46139219311647
27,2014,2015,0,52.6541340473556,0,"Midwest",14.3015860630033
28,2014,2015,0,68.3497188945314,1,"West",5.68190487586175
29,2014,2015,0,18,0,"West",12.706857969238
30,2014,2015,0,23.1100955564195,1,"West",12.3766567304113
31,2014,2015,0,52.3529881632914,1,"Midwest",5.75582960195802
32,2014,2013,1,36.5872892735817,1,"Northeast",5.99015303516481
33,2014,2017,0,57.1017092095635,0,"Midwest",10.941065945805
34,2014,2015,0,36.157353367831,1,"Northeast",9.20929837799437
35,2014,2017,0,59.6799896670588,1,"Northeast",6.88601060348443
36,2014,0,0,44.3778184722189,0,"West",13.5985603447241
37,2014,0,0,42.895234418677,1,"West",6.81750117659602
38,2014,0,0,29.8718314819122,0,"West",12.8125879509787
39,2014,2013,1,60.4343454314404,1,"South",13.191898692221
40,2014,2015,0,35.4393912782014,1,"South",10.7339367537303
1,2015,0,0,74.3191267485013,0,"West",14.9981996927333
2,2015,0,0,54.0685852406757,0,"Northeast",11.8861299181488
3,2015,2013,1,52.7470151491523,0,"Northeast",9.50604728734992
4,2015,2017,0,48.4237943065991,1,"Northeast",5.42693837931332
5,2015,2017,0,18,1,"South",15.7157592721481
6,2015,0,0,48.0849491513369,1,"West",10.2996013563787
7,2015,2015,1,54.6844950492225,1,"West",3.77871072174111
8,2015,2013,1,37.1810362526556,0,"South",8.02025482331332
9,2015,2015,1,18.3762996367674,0,"South",12.8847793105837
10,2015,2017,0,40.0924347753068,1,"South",13.4299240901171
11,2015,2013,1,46.7315512568005,0,"Midwest",7.58011343523417
12,2015,2015,1,27.9191892919648,0,"South",9.88169274306643
13,2015,2017,0,33.4969775591891,0,"Midwest",14.7615091559157
14,2015,0,0,30.5267485776556,0,"South",13.0071374174979
15,2015,0,0,22.3577677190813,1,"West",2.78473424526346
16,2015,2017,0,77.5971121270413,0,"South",7.27706930524211
17,2015,2013,1,63.1767990215532,0,"Northeast",11.8794673772305
18,2015,0,0,67.7143958697058,0,"West",13.2844893093897
19,2015,2013,1,26.6031099676081,0,"South",10.7926912942087
20,2015,2017,0,24.4400327878925,0,"Northeast",10.5650574718959
21,2015,2017,0,59.3882714672687,0,"South",6.30648210463429
22,2015,2017,0,69.6205199298938,1,"Midwest",6.92782218488968
23,2015,2013,1,20.7859327662252,0,"Midwest",14.5128768109101
24,2015,0,0,43.2178331485156,1,"Midwest",6.79073010029109
25,2015,2013,1,42.7207918156392,1,"Northeast",6.87166446393865
26,2015,2013,1,34.7725689119126,0,"South",7.47562995862146
27,2015,2015,1,54.9813296531226,0,"Midwest",10.3895649651708
28,2015,2015,1,22.325414532964,1,"West",6.80389005760294
29,2015,2015,1,31.5976743962561,1,"West",7.03546903339119
30,2015,2015,1,35.2519588178742,0,"West",10.1544112498998
31,2015,2015,1,44.9983265943187,1,"Midwest",5.01271881020694
32,2015,2013,1,28.5794660544929,1,"Northeast",12.9333306819157
33,2015,2017,0,29.9943780851042,0,"Midwest",10.8377528025105
34,2015,2015,1,48.1411380356356,1,"Northeast",10.0073222294478
35,2015,2017,0,36.9861234871727,0,"Northeast",11.0607471474697
36,2015,0,0,18,0,"West",11.1584740852924
37,2015,0,0,20.1366441556275,0,"West",11.5588637458632
38,2015,0,0,42.2110486097735,1,"West",10.9826953710886
39,2015,2013,1,33.392271984576,0,"South",9.77518967651688
40,2015,2015,1,36.1030618186576,0,"South",15.676421695346
1,2016,0,0,43.1691748770186,1,"West",10.3948084987648
2,2016,0,0,53.5057123460575,0,"Northeast",8.33071812984794
3,2016,2013,1,52.7749885032148,1,"Northeast",9.69614533824299
4,2016,2017,0,18,1,"Northeast",9.56016677386056
5,2016,2017,0,45.56157711281,1,"South",10.8296482574246
6,2016,0,0,28.6483406947293,0,"West",14.277593340278
7,2016,2015,1,63.183235634427,1,"West",5.61315432901569
8,2016,2013,1,32.3261126543086,1,"South",4.13977848811339
9,2016,2015,1,25.2489237160187,0,"South",9.66485989547693
10,2016,2017,0,33.0139571665737,1,"South",12.7554090044929
11,2016,2013,1,30.0278218866509,0,"Midwest",7.6367430970736
12,2016,2015,1,18,0,"South",10.8893438786229
13,2016,2017,0,32.0574057658527,1,"Midwest",10.3193140466929
14,2016,0,0,43.2844382639168,1,"South",9.48273186031658
15,2016,0,0,18,0,"West",9.89405497317485
16,2016,2017,0,36.5682922381936,1,"South",9.162485591004
17,2016,2013,1,24.5529746278367,0,"Northeast",12.5915643210136
18,2016,0,0,41.9397492471326,1,"West",13.9944938599419
19,2016,2013,1,18,0,"South",17.0056625537397
20,2016,2017,0,18,0,"Northeast",11.3799156597406
21,2016,2017,0,24.7418426608142,1,"South",11.3765742254233
22,2016,2017,0,32.9333602621313,0,"Midwest",14.7161039142377
23,2016,2013,1,18,1,"Midwest",10.0131961865219
24,2016,0,0,58.1551406489742,1,"Midwest",13.4404767449311
25,2016,2013,1,49.8066594447317,0,"Northeast",6.86642187882531
26,2016,2013,1,56.8069078411562,1,"South",8.98770868440353
27,2016,2015,1,53.4545827030284,1,"Midwest",9.94907992383802
28,2016,2015,1,43.2785246292803,1,"West",10.5376003758949
29,2016,2015,1,56.201686006417,0,"West",2.42527346467331
30,2016,2015,1,37.4339511808475,0,"West",8.19219207826725
31,2016,2015,1,38.7192044859886,0,"Midwest",6.20471710104577
32,2016,2013,1,56.4479908757732,1,"Northeast",13.7651916825273
33,2016,2017,0,18,0,"Midwest",16.2914011295938
34,2016,2015,1,50.9109073198771,0,"Northeast",11.335724326537
35,2016,2017,0,37.5449984301794,0,"Northeast",11.5492216355686
36,2016,0,0,55.6749119279747,1,"West",8.77755477619452
37,2016,0,0,47.7742852929111,0,"West",14.3650491985665
38,2016,0,0,18,1,"West",6.46217313968174
39,2016,2013,1,49.6858130492598,1,"South",4.04627463080138
40,2016,2015,1,28.2382461423796,0,"South",14.2654782148433
1,2017,0,0,54.1829830351344,0,"West",9.87602865528095
2,2017,0,0,48.128092150369,1,"Northeast",9.41221487999123
3,2017,2013,1,55.6295562292317,0,"Northeast",6.94038700540834
4,2017,2017,1,24.3942163139365,0,"Northeast",11.1176491626605
5,2017,2017,1,58.1947617410969,1,"South",15.6951257385896
6,2017,0,0,35.8866647308749,0,"West",12.5418586465824
7,2017,2015,1,61.4667869899682,1,"West",7.9523568013563
8,2017,2013,1,33.808067694442,0,"South",4.6438266449334
9,2017,2015,1,47.8529110361187,0,"South",4.47078800638702
10,2017,2017,1,38.4048470312114,1,"South",11.1917428825623
11,2017,2013,1,35.3409410534094,0,"Midwest",10.3024267893607
12,2017,2015,1,34.3471019717876,1,"South",5.87635588246671
13,2017,2017,1,18,0,"Midwest",12.5705118880893
14,2017,0,0,46.7565999480961,1,"South",4.09870254551888
15,2017,0,0,60.1691555084954,1,"West",16.2856047895072
16,2017,2017,1,32.3423098152082,1,"South",12.1669813186263
17,2017,2013,1,45.0335003096607,1,"Northeast",6.64820878036222
18,2017,0,0,18,0,"West",10.2047630508595
19,2017,2013,1,49.927829203383,0,"South",6.99235311363013
20,2017,2017,1,18.9041379320573,0,"Northeast",9.23330280991276
21,2017,2017,1,38.3304673758845,0,"South",12.8711019796002
22,2017,2017,1,28.2145906229731,1,"Midwest",11.216706069828
23,2017,2013,1,40.7888561668404,0,"Midwest",8.68048264676431
24,2017,0,0,38.0423107731055,0,"Midwest",10.1156480172529
25,2017,2013,1,39.9175993142053,0,"Northeast",6.47425133768111
26,2017,2013,1,27.8634571431688,1,"South",6.000321823257
27,2017,2015,1,18,1,"Midwest",11.7848456167609
28,2017,2015,1,74.7503110336321,1,"West",3.64272996326912
29,2017,2015,1,52.1872310251353,1,"West",8.22374843366268
30,2017,2015,1,41.2886655893786,0,"West",13.8261272143744
31,2017,2015,1,52.3576270766171,0,"Midwest",13.3867457822612
32,2017,2013,1,36.7585184937301,1,"Northeast",6.40862629285206
33,2017,2017,1,18,0,"Midwest",9.75346592776199
34,2017,2015,1,66.825529499624,0,"Northeast",9.52184636391157
35,2017,2017,1,40.7378361048563,1,"Northeast",5.94293255793196
36,2017,0,0,35.3928692208237,1,"West",7.47129655914364
37,2017,0,0,60.2307312004415,1,"West",10.9680283769183
38,2017,0,0,46.4678001346997,0,"West",4.06107006298381
39,2017,2013,1,18.8049610649375,1,"South",8.54918533333985
40,2017,2015,1,56.2067500720934,1,"South",1.62026121458333
1,2018,0,0,35.6176841413318,0,"West",13.3820492099276
2,2018,0,0,67.4188661417964,1,"Northeast",11.1633172815327
3,2018,2013,1,37.2498109935675,1,"Northeast",0.94636107294209
4,2018,2017,1,39.4153245381129,0,"Northeast",17.8064436170143
5,2018,2017,1,45.021195924607,0,"South",7.38042070609772
6,2018,0,0,45.3312643316729,1,"West",6.86536781515437
7,2018,2015,1,51.8386976512239,1,"West",4.40712252352333
8,2018,2013,1,44.4409167010119,0,"South",5.47734692174077
9,2018,2015,1,24.0164219515333,1,"South",9.92624958590059
10,2018,2017,1,56.4061217654372,1,"South",7.84960185388172
11,2018,2013,1,32.4675270732214,1,"Midwest",10.3549153512525
12,2018,2015,1,64.6078725921572,1,"South",3.8858348919098
13,2018,2017,1,24.9343460700564,1,"Midwest",11.7721437124228
14,2018,0,0,47.3713480079089,1,"South",12.7956485828732
15,2018,0,0,39.0232432965952,1,"West",7.27488552704394
16,2018,2017,1,28.5002075536949,0,"South",7.61128651595501
17,2018,2013,1,56.1963928609577,1,"Northeast",8.84114407935323
18,2018,0,0,41.6314583355994,1,"West",10.440298933889
19,2018,2013,1,49.7627358567221,1,"South",6.56708413744369
20,2018,2017,1,48.0762921168363,0,"Northeast",10.2772959228783
21,2018,2017,1,20.6201875605436,1,"South",14.6061088029723
22,2018,2017,1,38.1443848989226,0,"Midwest",11.0862337431647
23,2018,2013,1,41.6107738613162,1,"Midwest",5.21362432289615
24,2018,0,0,58.0422083953543,1,"Midwest",15.2590861582221
25,2018,2013,1,28.7441752436502,0,"Northeast",6.6050424071066
26,2018,2013,1,45.3957760482979,0,"South",6.80752021590204
27,2018,2015,1,23.65611599836,1,"Midwest",3.01834204225646
28,2018,2015,1,62.0255341056416,1,"West",7.52981125735246
29,2018,2015,1,48.3743974748134,0,"West",12.0467769412941
30,2018,2015,1,47.270579682339,0,"West",12.735962233685
31,2018,2015,1,42.73939448479,0,"Midwest",11.1350813818415
32,2018,2013,1,41.5369769565105,0,"Northeast",8.86561052050698
33,2018,2017,1,56.8406409277983,0,"Midwest",9.80524779143138
34,2018,2015,1,36.9139511610891,1,"Northeast",5.56300585994518
35,2018,2017,1,48.8397825917037,0,"Northeast",19.3848036822692
36,2018,0,0,56.5316483450589,0,"West",11.343747942511
37,2018,0,0,56.4407358139509,1,"West",8.55218662942762
38,2018,0,0,76.6101964582803,1,"West",4.76206442638618
39,2018,2013,1,23.0729699453206,1,"South",9.28653367512649
40,2018,2015,1,25.7438788963451,1,"South",9.99606953430874
1,2019,0,0,39.9622021969217,0,"West",11.5215338310946
2,2019,0,0,39.6257122965812,0,"Northeast",8.96982014718695
3,2019,2013,1,57.3274688290583,0,"Northeast",3.86482601025697
4,2019,2017,1,28.3210271154647,0,"Northeast",10.7598251659011
5,2019,2017,1,51.3570244266855,1,"South",9.50167955166162
6,2019,0,0,32.5923352458704,1,"West",8.0349437822023
7,2019,2015,1,40.0341590697308,1,"West",10.5674077307881
8,2019,2013,1,70.5610485480272,1,"South",9.18211881306474
9,2019,2015,1,39.0585514689508,0,"South",14.0252617344273
10,2019,2017,1,56.393674621585,1,"South",13.258450093211
11,2019,2013,1,54.5815874312113,1,"Midwest",2.82604368577834
12,2019,2015,1,53.3573828920181,1,"South",6.34405892832812
13,2019,2017,1,55.7797972980765,0,"Midwest",15.9877270040208
14,2019,0,0,18,0,"South",13.6586190050296
15,2019,0,0,35.8443051636471,0,"West",6.55989933011442
16,2019,2017,1,43.3392806774353,0,"South",9.44541711307517
17,2019,2013,1,26.9067979182102,1,"Northeast",6.95372904335069
18,2019,0,0,42.9901416468643,0,"West",11.4806805953979
19,2019,2013,1,18,0,"South",7.1299702396163
20,2019,2017,1,42.8360200100953,0,"Northeast",13.1469875754343
21,2019,2017,1,29.0895256105775,0,"South",7.62130816688492
22,2019,2017,1,40.1410758658408,0,"Midwest",11.2991924636804
23,2019,2013,1,34.1631126873591,1,"Midwest",3.333544687831
24,2019,0,0,45.4863639297844,0,"Midwest",12.3916943250801
25,2019,2013,1,18,1,"Northeast",1.82796512500088
26,2019,2013,1,48.8081104671819,1,"South",-0.611792445483884
27,2019,2015,1,57.7858976791068,0,"Midwest",10.8285057202309
28,2019,2015,1,47.468697368808,0,"West",10.1030483185714
29,2019,2015,1,35.5328190414537,1,"West",6.87218869849649
30,2019,2015,1,35.5940361588764,1,"West",1.705460840675
31,2019,2015,1,56.5535304508726,0,"Midwest",8.15654484272498
32,2019,2013,1,45.8780951619461,1,"Northeast",8.60560167261517
33,2019,2017,1,34.3317078372174,0,"Midwest",8.07456371147187
34,2019,2015,1,53.3264103735325,1,"Northeast",0.275948326648048
35,2019,2017,1,29.5975877857981,0,"Northeast",10.932179815821
36,2019,0,0,79.0542967521176,1,"West",11.9492005441288
37,2019,0,0,18.1345127392699,0,"West",14.1541731902723
38,2019,0,0,61.4986144592325,0,"West",11.2631764744164
39,2019,2013,1,51.3502845942152,1,"South",-0.835646077450198
40,2019,2015,1,71.325951028501,0,"South",3.69152839530501
1,2010,0,0,18,1,"West",16.0161058694164
2,2010,0,0,55.1147327424487,1,"Northeast",10.0193676912748
3,2010,2013,0,31.4353618232236,0,"Northeast",11.7562242760014
4,2010,2017,0,24.8429109050997,0,"Northeast",17.0818563791047
5,2010,2017,0,21.2098461491,1,"South",11.7522779842214
6,2010,0,0,30.5145709514196,1,"West",5.15644606059094
