schools,year,hhabit,parksd,medu,girl,sports,bmi,chrt
26,2034,No,4,8,No,No,28.667171,0
33,2035,No,3,9,Yes,Yes,34.553104,2038
3,2039,Yes,5,9,No,Yes,16.620211,2034
28,2035,No,3,10,No,Yes,18.011585,0
28,2032,No,3,0,Yes,Yes,17.871836,0
26,2036,No,4,11,Yes,No,33.100483,0
40,2034,No,4,9,Yes,No,29.21295,2036
22,2036,No,5,9,No,Yes,33.701649,0
1,2035,Yes,6,10,No,Yes,29.223454,2034
34,2033,No,3,9,Yes,Yes,29.507488,2038
22,2033,No,5,12,No,Yes,25.500479,0
5,2034,No,4,9,No,Yes,22.035492,0
7,2039,No,5,8,Yes,No,23.484409,0
31,2037,No,3,9,Yes,No,24.837225,2038
11,2040,No,7,8,No,Yes,22.617523,0
23,2035,No,2,9,No,Yes,26.244499,0
10,2039,No,6,10,No,Yes,33.072258,0
34,2033,No,3,9,Yes,Yes,28.369139,2038
34,2032,No,3,9,No,Yes,27.166443,2038
20,2036,No,4,9,No,No,29.808035,0
29,2040,No,3,9,Yes,No,36.262249,0
21,2035,No,4,11,Yes,Yes,28.957935,0
34,2032,No,3,10,No,No,30.55648,2038
17,2033,No,6,9,No,No,18.292786,0
2,2034,Yes,6,19,No,Yes,26.598051,2034
25,2033,No,5,11,No,Yes,22.498392,0
18,2037,No,5,7,Yes,Yes,26.179777,0
17,2038,No,6,10,Yes,Yes,23.624857,0
13,2037,No,3,10,Yes,Yes,28.66468,0
40,2037,Yes,4,9,Yes,Yes,22.735342,2036
8,2038,No,4,7,No,Yes,27.56311,0
34,2040,Yes,3,12,No,No,28.655542,2038
6,2039,No,6,9,No,Yes,17.207514,0
14,2038,No,5,9,No,Yes,20.268476,0
4,2035,No,5,9,No,Yes,22.462742,0
21,2035,No,4,11,Yes,Yes,21.344341,0
8,2038,No,4,10,Yes,No,25.920443,0
15,2035,No,5,9,No,Yes,25.010128,0
29,2033,No,3,8,Yes,Yes,33.23082,0
29,2037,No,3,9,No,No,28.638092,0
34,2034,No,3,9,Yes,No,21.611603,2038
1,2036,Yes,6,10,Yes,Yes,18.22916,2034
37,2040,Yes,6,9,Yes,No,28.790571,2036
25,2039,No,5,17,No,Yes,20.161068,0
33,2035,No,3,11,No,Yes,29.924925,2038
14,2036,No,5,9,No,Yes,19.543694,0
31,2038,Yes,3,7,Yes,No,14.701796,2038
12,2033,No,5,19,Yes,Yes,27.095339,0
10,2037,No,6,9,Yes,No,21.18029,0
16,2036,No,3,8,No,No,26.345245,0
37,2036,Yes,6,9,Yes,No,19.263308,2036
27,2039,No,6,9,No,Yes,26.637663,0
10,2032,No,6,8,Yes,Yes,31.993736,0
3,2036,Yes,5,9,No,No,28.166698,2034
29,2038,No,3,10,Yes,Yes,24.909405,0
30,2032,No,6,8,Yes,No,25.172195,0
37,2034,No,6,11,No,Yes,30.655184,2036
15,2033,No,5,9,Yes,No,27.502411,0
1,2033,No,6,9,Yes,No,18.426014,2034
27,2035,No,6,9,No,No,29.559361,0
26,2032,No,4,11,Yes,No,27.175215,0
17,2034,No,6,8,Yes,Yes,19.238335,0
16,2033,No,3,9,No,No,23.871233,0
10,2035,No,6,12,Yes,No,22.664509,0
2,2037,Yes,6,10,No,Yes,18.072592,2034
9,2040,No,3,9,No,No,33.088722,0
10,2039,No,6,14,No,Yes,30.435268,0
39,2036,Yes,6,9,Yes,Yes,25.381451,2036
22,2032,No,5,9,Yes,Yes,22.405766,0
28,2040,No,3,8,Yes,Yes,25.251801,0
31,2037,No,3,10,Yes,Yes,24.867008,2038
8,2033,No,4,11,Yes,Yes,28.579657,0
4,2038,No,5,9,No,Yes,29.884356,0
13,2036,No,3,11,Yes,Yes,22.767397,0
5,2035,No,4,10,Yes,No,22.190489,0
26,2032,No,4,11,Yes,Yes,21.840961,0
15,2039,No,5,14,No,Yes,21.800116,0
37,2034,No,6,8,Yes,Yes,20.937428,2036
28,2039,No,3,12,Yes,Yes,27.901978,0
38,2038,Yes,7,9,Yes,Yes,20.060789,2036
12,2039,No,5,9,No,No,31.767324,0
28,2033,No,3,8,Yes,Yes,28.358046,0
34,2035,No,3,9,No,No,36.432159,2038
33,2035,No,3,11,No,No,25.03723,2038
23,2035,No,2,11,No,No,27.155329,0
29,2037,No,3,9,Yes,Yes,19.788511,0
4,2032,No,5,9,No,No,21.482216,0
10,2039,No,6,9,Yes,Yes,24.829256,0
33,2035,No,3,11,Yes,Yes,20.00009,2038
20,2034,No,4,18,Yes,Yes,29.65778,0
23,2038,No,2,12,No,No,24.240768,0
7,2034,No,5,10,Yes,Yes,29.115585,0
20,2032,No,4,8,Yes,Yes,21.087801,0
27,2037,No,6,9,No,No,20.239613,0
3,2036,Yes,5,10,Yes,Yes,18.599293,2034
12,2035,No,5,1,Yes,Yes,29.3727,0
5,2032,No,4,11,No,Yes,27.068476,0
2,2037,Yes,6,9,No,Yes,18.90243,2034
22,2032,No,5,9,No,Yes,15.243372,0
18,2033,No,5,7,No,Yes,29.055275,0
20,2037,No,4,11,No,No,28.192139,0
29,2032,No,3,9,No,Yes,24.25185,0
26,2033,No,4,9,Yes,Yes,30.707932,0
6,2034,No,6,12,No,Yes,27.965687,0
14,2038,No,5,9,No,Yes,21.872446,0
3,2032,No,5,8,No,Yes,24.001539,2034
38,2036,Yes,7,13,No,Yes,34.159107,2036
11,2034,No,7,9,No,No,23.534325,0
28,2040,No,3,9,Yes,Yes,20.646799,0
4,2033,No,5,9,No,Yes,20.517569,0
24,2032,No,5,7,No,Yes,26.165289,0
6,2033,No,6,11,Yes,No,23.661018,0
17,2038,No,6,7,No,Yes,21.666245,0
37,2034,No,6,17,Yes,Yes,26.876715,2036
3,2033,No,5,9,Yes,Yes,29.416624,2034
23,2038,No,2,10,No,Yes,27.36659,0
18,2038,No,5,9,No,Yes,27.797642,0
32,2038,Yes,3,12,No,No,26.016167,2038
19,2036,No,5,10,Yes,No,26.657001,0
38,2033,No,7,8,Yes,Yes,33.242611,2036
15,2034,No,5,9,No,Yes,27.009287,0
35,2035,No,3,8,Yes,Yes,19.938978,2038
16,2039,No,3,11,Yes,Yes,28.390347,0
24,2038,No,5,9,Yes,Yes,27.036316,0
32,2039,Yes,3,19,No,No,16.663012,2038
33,2037,No,3,9,No,Yes,25.792011,2038
40,2038,Yes,4,13,Yes,Yes,22.324469,2036
13,2036,No,3,9,Yes,Yes,28.640408,0
5,2038,No,4,9,No,Yes,17.748039,0
25,2037,No,5,10,No,Yes,17.948217,0
10,2034,No,6,11,No,Yes,28.850792,0
30,2038,No,6,11,No,Yes,28.506313,0
4,2036,No,5,9,Yes,No,18.767681,0
33,2035,No,3,9,No,No,22.436449,2038
29,2038,No,3,7,Yes,Yes,17.367929,0
39,2038,Yes,6,9,No,Yes,25.591846,2036
22,2035,No,5,9,No,Yes,27.783649,0
31,2040,Yes,3,9,No,No,22.393345,2038
38,2040,Yes,7,12,No,Yes,23.348289,2036
14,2037,No,5,19,No,Yes,28.452263,0
19,2038,No,5,9,Yes,Yes,28.972324,0
15,2036,No,5,9,No,No,24.054436,0
34,2037,No,3,8,No,Yes,21.254606,2038
39,2033,No,6,9,No,No,32.86657,2036
23,2039,No,2,10,Yes,Yes,22.33003,0
14,2032,No,5,9,Yes,No,35.414352,0
38,2038,Yes,7,9,No,No,25.335165,2036
37,2037,Yes,6,9,Yes,No,30.085779,2036
5,2035,No,4,12,No,No,33.048237,0
27,2037,No,6,8,Yes,Yes,26.736414,0
39,2036,Yes,6,11,Yes,Yes,19.7307,2036
32,2033,No,3,12,No,Yes,15.080845,2038
21,2032,No,4,9,Yes,Yes,32.285393,0
17,2037,No,6,17,No,Yes,25.413221,0
40,2037,Yes,4,9,No,No,21.734077,2036
38,2039,Yes,7,12,No,Yes,27.322426,2036
13,2034,No,3,9,No,Yes,26.080109,0
20,2032,No,4,11,No,Yes,23.291435,0
28,2040,No,3,10,No,Yes,25.904737,0
24,2038,No,5,4,Yes,No,27.71105,0
16,2036,No,3,15,Yes,Yes,30.999376,0
25,2037,No,5,9,Yes,No,23.902025,0
40,2037,Yes,4,10,No,Yes,28.669765,2036
11,2039,No,7,11,Yes,Yes,23.595055,0
35,2036,No,3,13,No,No,20.036077,2038
34,2039,Yes,3,10,Yes,Yes,20.728491,2038
22,2034,No,5,9,Yes,No,21.001949,0
10,2038,No,6,8,No,Yes,24.051687,0
11,2037,No,7,11,No,Yes,21.339609,0
29,2037,No,3,10,Yes,Yes,33.772449,0
19,2036,No,5,9,Yes,Yes,31.422337,0
19,2034,No,5,13,Yes,No,30.975849,0
8,2032,No,4,10,No,No,26.491167,0
12,2035,No,5,9,Yes,Yes,19.00654,0
21,2038,No,4,11,No,No,18.818289,0
25,2040,No,5,9,Yes,No,25.465961,0
30,2032,No,6,11,No,Yes,19.72422,0
10,2035,No,6,7,Yes,No,25.69577,0
38,2033,No,7,8,No,Yes,18.011395,2036
34,2034,No,3,11,No,No,28.452795,2038
7,2035,No,5,11,Yes,No,27.21361,0
25,2037,No,5,8,Yes,No,25.510267,0
21,2035,No,4,9,No,No,23.45034,0
31,2035,No,3,18,Yes,No,31.045511,2038
24,2039,No,5,12,Yes,Yes,24.206423,0
19,2032,No,5,12,No,Yes,17.841179,0
15,2032,No,5,13,No,Yes,24.74774,0
18,2032,No,5,9,No,No,31.315742,0
30,2034,No,6,9,Yes,Yes,33.401089,0
39,2040,Yes,6,10,Yes,Yes,22.067127,2036
32,2034,No,3,9,Yes,No,28.120541,2038
9,2040,No,3,11,No,Yes,25.788801,0
10,2040,No,6,9,No,Yes,26.766201,0
6,2036,No,6,7,Yes,Yes,24.8403,0
36,2033,No,3,9,No,Yes,28.083811,2036
15,2035,No,5,9,No,No,15.578979,0
1,2040,Yes,6,9,Yes,Yes,23.124798,2034
34,2032,No,3,8,Yes,Yes,20.1206,2038
3,2036,Yes,5,9,No,Yes,22.256302,2034
11,2039,No,7,10,No,No,19.109226,0
23,2039,No,2,8,No,No,33.532566,0
34,2039,Yes,3,9,No,Yes,22.475824,2038
1,2040,Yes,6,9,No,Yes,25.067554,2034
13,2038,No,3,11,Yes,Yes,24.715584,0
30,2033,No,6,2,Yes,Yes,21.154957,0
22,2040,No,5,7,Yes,Yes,17.51012,0
13,2036,No,3,12,No,No,27.63658,0
14,2033,No,5,16,Yes,Yes,22.536625,0
2,2040,Yes,6,9,No,No,36.177269,2034
34,2034,No,3,13,Yes,Yes,29.511944,2038
33,2034,No,3,12,Yes,Yes,22.201197,2038
34,2032,No,3,13,No,Yes,30.211653,2038
3,2033,No,5,8,No,Yes,24.29801,2034
11,2037,No,7,11,No,Yes,25.460615,0
2,2040,Yes,6,9,No,No,29.393415,2034
26,2040,No,4,9,No,No,23.31431,0
31,2035,No,3,10,Yes,Yes,25.049988,2038
34,2033,No,3,9,No,Yes,28.294044,2038
4,2032,No,5,9,Yes,Yes,29.653862,0
23,2036,No,2,10,Yes,No,21.392599,0
9,2040,No,3,8,No,Yes,13.301853,0
7,2034,No,5,0,Yes,Yes,29.713711,0
14,2039,No,5,9,Yes,Yes,22.678402,0
12,2035,No,5,9,Yes,Yes,26.114161,0
28,2033,No,3,11,Yes,Yes,26.698507,0
22,2040,No,5,9,No,No,29.069639,0
30,2033,No,6,9,Yes,No,34.307125,0
8,2039,No,4,11,Yes,No,30.04812,0
39,2036,Yes,6,19,Yes,Yes,25.430101,2036
24,2040,No,5,9,No,Yes,23.022064,0
38,2037,Yes,7,1,Yes,No,27.933659,2036
31,2040,Yes,3,9,Yes,No,32.505711,2038
22,2037,No,5,9,No,Yes,30.834549,0
4,2033,No,5,12,No,No,30.250042,0
7,2040,No,5,9,Yes,No,33.283741,0
22,2032,No,5,8,Yes,Yes,23.078167,0
39,2035,No,6,11,No,Yes,30.207346,2036
16,2037,No,3,10,No,Yes,34.476204,0
15,2034,No,5,9,No,Yes,29.459093,0
6,2040,No,6,9,Yes,No,18.877981,0
7,2037,No,5,10,No,No,21.526741,0
30,2040,No,6,9,Yes,Yes,27.103682,0
1,2039,Yes,6,11,Yes,Yes,29.582703,2034
36,2040,Yes,3,18,No,Yes,30.54431,2036
30,2036,No,6,9,Yes,Yes,25.024473,0
33,2032,No,3,11,Yes,Yes,31.808144,2038
1,2034,Yes,6,9,No,No,21.560314,2034
18,2036,No,5,9,No,Yes,22.884998,0
14,2032,No,5,9,No,No,20.422501,0
32,2034,No,3,8,No,No,27.640776,2038
9,2033,No,3,10,Yes,No,33.984241,0
22,2037,No,5,13,No,Yes,28.926336,0
15,2040,No,5,7,No,No,36.15799,0
10,2040,No,6,11,No,Yes,31.060766,0
13,2038,No,3,9,Yes,Yes,33.918411,0
10,2032,No,6,12,Yes,Yes,33.01804,0
8,2032,No,4,9,No,Yes,21.009254,0
17,2039,No,6,10,Yes,Yes,20.617163,0
29,2039,No,3,9,Yes,No,31.385731,0
27,2032,No,6,14,No,No,27.733505,0
10,2039,No,6,8,No,Yes,23.062258,0
21,2035,No,4,9,Yes,No,22.561117,0
4,2038,No,5,9,No,Yes,22.707417,0
32,2038,Yes,3,8,Yes,No,25.456413,2038
19,2037,No,5,7,Yes,Yes,18.776403,0
21,2039,No,4,9,No,No,24.472038,0
18,2040,No,5,9,Yes,Yes,32.101173,0
28,2040,No,3,9,No,No,29.601744,0
16,2032,No,3,9,Yes,Yes,20.972448,0
24,2036,No,5,9,Yes,No,23.252796,0
9,2036,No,3,11,Yes,Yes,29.021038,0
17,2035,No,6,9,Yes,No,28.713179,0
19,2040,No,5,9,Yes,Yes,24.736961,0
11,2035,No,7,8,No,Yes,19.138512,0
38,2035,No,7,9,No,Yes,18.875587,2036
40,2037,Yes,4,8,No,No,18.060646,2036
35,2038,Yes,3,9,No,Yes,25.852064,2038
7,2033,No,5,9,Yes,Yes,22.879574,0
7,2032,No,5,9,Yes,No,30.345366,0
32,2039,Yes,3,10,Yes,Yes,19.763756,2038
23,2037,No,2,7,Yes,Yes,23.619923,0
7,2033,No,5,9,No,Yes,22.970636,0
31,2039,Yes,3,10,Yes,Yes,30.300684,2038
20,2039,No,4,13,No,No,32.220612,0
1,2033,No,6,7,Yes,Yes,24.978245,2034
10,2035,No,6,11,No,No,36.950397,0
29,2037,No,3,11,No,No,28.721243,0
21,2036,No,4,0,Yes,No,24.376551,0
39,2034,No,6,10,No,No,19.596556,2036
29,2040,No,3,7,Yes,Yes,18.93532,0
2,2038,Yes,6,9,No,Yes,12.534687,2034
3,2036,Yes,5,9,No,Yes,18.966623,2034
38,2038,Yes,7,9,Yes,Yes,19.338306,2036
17,2032,No,6,9,Yes,Yes,24.064171,0
25,2039,No,5,9,No,Yes,27.604433,0
28,2034,No,3,13,Yes,Yes,28.156462,0
5,2032,No,4,19,No,Yes,29.164989,0
39,2033,No,6,11,No,Yes,26.654118,2036
20,2037,No,4,14,No,Yes,27.458832,0
7,2035,No,5,14,Yes,Yes,30.028069,0
26,2034,No,4,9,No,Yes,32.134483,0
19,2037,No,5,10,No,Yes,30.768755,0
32,2037,No,3,16,No,Yes,21.444395,2038
34,2037,No,3,10,No,No,20.496511,2038
20,2039,No,4,9,Yes,Yes,25.168306,0
8,2033,No,4,9,Yes,Yes,26.466505,0
25,2039,No,5,13,No,No,26.927588,0
34,2034,No,3,17,No,Yes,22.481951,2038
15,2035,No,5,9,No,Yes,18.580938,0
35,2033,No,3,8,No,No,20.516834,2038
36,2039,Yes,3,9,No,Yes,25.242851,2036
21,2036,No,4,11,No,No,24.12026,0
5,2040,No,4,11,Yes,Yes,21.365431,0
17,2036,No,6,10,Yes,Yes,27.346132,0
4,2036,No,5,10,Yes,Yes,21.656008,0
18,2032,No,5,10,No,No,32.294655,0
7,2034,No,5,9,Yes,Yes,29.504204,0
33,2036,No,3,9,Yes,No,19.680952,2038
34,2032,No,3,13,Yes,Yes,33.691498,2038
13,2039,No,3,9,Yes,Yes,32.909458,0
10,2039,No,6,9,Yes,No,31.433805,0
28,2039,No,3,9,Yes,No,30.753962,0
22,2038,No,5,9,No,Yes,28.198225,0
9,2033,No,3,8,No,Yes,23.221088,0
14,2039,No,5,14,Yes,No,31.074593,0
33,2032,No,3,7,No,Yes,30.660826,2038
23,2039,No,2,9,No,Yes,23.160801,0
4,2038,No,5,9,Yes,Yes,30.555643,0
37,2033,No,6,9,Yes,Yes,33.677673,2036
36,2035,No,3,10,No,No,27.552387,2036
15,2034,No,5,9,No,No,20.666359,0
20,2032,No,4,9,No,Yes,19.031687,0
11,2033,No,7,12,Yes,Yes,29.089777,0
29,2038,No,3,9,No,No,24.231266,0
19,2032,No,5,9,No,Yes,26.495031,0
13,2035,No,3,0,No,Yes,18.66671,0
8,2039,No,4,9,Yes,No,23.993902,0
17,2034,No,6,9,Yes,No,31.464806,0
15,2038,No,5,10,No,Yes,16.516413,0
22,2034,No,5,12,No,Yes,22.477343,0
8,2038,No,4,12,Yes,Yes,19.300482,0
24,2038,No,5,9,Yes,Yes,33.533726,0
1,2040,Yes,6,9,Yes,Yes,33.940228,2034
2,2039,Yes,6,12,No,Yes,26.452667,2034
38,2036,Yes,7,9,No,Yes,22.229298,2036
37,2033,No,6,9,Yes,Yes,24.398117,2036
11,2040,No,7,9,Yes,Yes,24.545101,0
31,2036,No,3,9,No,Yes,25.795429,2038
28,2034,No,3,9,No,Yes,23.303703,0
5,2034,No,4,17,No,Yes,25.923149,0
25,2035,No,5,9,No,No,23.603584,0
6,2035,No,6,8,Yes,No,24.304199,0
30,2033,No,6,9,No,Yes,26.675663,0
11,2038,No,7,7,No,Yes,20.174292,0
4,2034,No,5,9,No,No,32.645676,0
29,2032,No,3,9,Yes,Yes,26.679302,0
22,2034,No,5,10,Yes,Yes,27.004826,0
34,2034,No,3,9,No,Yes,22.695633,2038
11,2036,No,7,9,No,No,20.259436,0
4,2036,No,5,9,Yes,No,31.26215,0
25,2040,No,5,11,No,Yes,22.127972,0
35,2037,No,3,8,No,Yes,20.762421,2038
16,2032,No,3,9,Yes,Yes,27.068159,0
6,2035,No,6,12,No,Yes,19.392393,0
14,2040,No,5,11,Yes,No,27.228321,0
3,2035,Yes,5,18,Yes,No,36.164173,2034
20,2035,No,4,9,Yes,No,19.563568,0
31,2040,Yes,3,7,No,No,27.677874,2038
6,2033,No,6,9,No,Yes,26.266882,0
20,2033,No,4,14,No,Yes,27.250574,0
16,2039,No,3,9,No,No,31.722769,0
39,2037,Yes,6,8,Yes,No,21.031002,2036
31,2036,No,3,9,No,No,23.3636,2038
8,2037,No,4,10,Yes,Yes,19.992416,0
14,2038,No,5,9,No,Yes,17.868225,0
29,2032,No,3,9,No,Yes,34.496952,0
11,2033,No,7,8,Yes,No,33.157356,0
20,2037,No,4,10,No,No,34.526237,0
39,2034,No,6,9,No,No,28.722645,2036
2,2032,No,6,15,Yes,No,25.444187,2034
26,2034,No,4,9,Yes,No,27.04674,0
10,2037,No,6,9,No,Yes,15.715604,0
8,2033,No,4,10,No,Yes,23.164316,0
13,2038,No,3,11,Yes,Yes,19.520744,0
25,2039,No,5,18,Yes,Yes,14.362542,0
24,2037,No,5,14,Yes,Yes,27.449997,0
38,2040,Yes,7,9,Yes,Yes,31.583437,2036
38,2033,No,7,7,Yes,Yes,29.310322,2036
20,2039,No,4,7,Yes,Yes,25.969217,0
33,2037,No,3,13,No,Yes,26.954094,2038
12,2033,No,5,14,Yes,Yes,34.237659,0
38,2033,No,7,12,Yes,Yes,21.348928,2036
39,2040,Yes,6,3,No,No,31.300461,2036
24,2037,No,5,9,Yes,No,25.510384,0
31,2034,No,3,9,Yes,No,32.915779,2038
18,2038,No,5,8,No,Yes,23.597437,0
26,2035,No,4,9,No,Yes,22.344799,0
27,2032,No,6,9,No,No,20.877344,0
15,2032,No,5,12,Yes,Yes,27.237381,0
38,2036,Yes,7,11,Yes,Yes,32.359421,2036
21,2035,No,4,9,Yes,No,32.649376,0
25,2032,No,5,7,Yes,Yes,31.060341,0
12,2038,No,5,9,Yes,Yes,29.12483,0
20,2037,No,4,9,Yes,Yes,25.514128,0
37,2033,No,6,10,No,Yes,24.670717,2036
28,2037,No,3,14,No,Yes,32.178791,0
15,2032,No,5,13,No,Yes,22.741137,0
17,2036,No,6,7,No,No,24.554386,0
19,2032,No,5,9,No,Yes,25.797659,0
3,2036,Yes,5,8,No,No,19.459459,2034
25,2036,No,5,10,Yes,No,24.1178,0
14,2035,No,5,11,Yes,Yes,28.196676,0
33,2040,Yes,3,7,No,Yes,26.490471,2038
28,2033,No,3,12,No,Yes,22.09836,0
25,2039,No,5,8,No,Yes,19.41217,0
12,2035,No,5,7,Yes,No,26.643021,0
3,2033,No,5,10,No,Yes,24.481161,2034
9,2035,No,3,13,No,No,31.127642,0
5,2040,No,4,15,No,No,22.850931,0
2,2038,Yes,6,9,Yes,Yes,27.420483,2034
3,2034,Yes,5,10,No,Yes,32.558945,2034
39,2037,Yes,6,12,No,Yes,25.357126,2036
37,2039,Yes,6,7,No,Yes,18.533962,2036
20,2037,No,4,12,No,Yes,24.177868,0
16,2040,No,3,9,Yes,No,24.282106,0
9,2040,No,3,11,No,Yes,22.708933,0
15,2038,No,5,9,Yes,Yes,19.684126,0
25,2040,No,5,14,No,Yes,29.080988,0
39,2040,Yes,6,10,No,No,17.175638,2036
35,2034,No,3,9,No,No,29.381027,2038
11,2035,No,7,9,No,No,26.499752,0
23,2035,No,2,10,No,Yes,18.909405,0
1,2034,Yes,6,9,No,No,19.550858,2034
7,2040,No,5,9,Yes,Yes,16.917366,0
9,2040,No,3,3,No,Yes,27.422413,0
12,2038,No,5,7,Yes,No,35.687981,0
17,2037,No,6,9,Yes,No,35.770489,0
21,2040,No,4,9,Yes,Yes,22.524561,0
8,2034,No,4,8,Yes,Yes,35.409454,0
12,2038,No,5,12,No,No,32.912483,0
39,2039,Yes,6,9,Yes,Yes,22.576759,2036
25,2036,No,5,8,Yes,Yes,20.088415,0
11,2039,No,7,9,No,Yes,28.12896,0
34,2032,No,3,9,Yes,No,30.546568,2038
35,2039,Yes,3,9,Yes,No,20.212915,2038
25,2033,No,5,9,No,No,32.104595,0
21,2039,No,4,19,Yes,No,27.867327,0
26,2032,No,4,13,No,No,29.977209,0
26,2034,No,4,18,No,Yes,24.815044,0
23,2034,No,2,9,No,Yes,19.917967,0
13,2035,No,3,9,No,Yes,15.501624,0
35,2035,No,3,9,No,Yes,19.573687,2038
25,2036,No,5,11,No,Yes,27.09754,0
11,2039,No,7,11,No,No,34.737164,0
28,2037,No,3,11,Yes,No,23.406849,0
31,2033,No,3,11,No,Yes,21.854383,2038
19,2039,No,5,7,Yes,Yes,33.217648,0
24,2038,No,5,12,No,Yes,29.772804,0
32,2034,No,3,9,Yes,Yes,25.24037,2038
14,2038,No,5,8,No,Yes,20.746227,0
14,2037,No,5,9,Yes,No,24.560518,0
20,2033,No,4,9,No,No,32.85236,0
27,2035,No,6,10,Yes,Yes,20.624907,0
40,2038,Yes,4,9,No,Yes,20.21892,2036
31,2040,Yes,3,17,Yes,No,32.097145,2038
28,2035,No,3,11,No,Yes,29.175249,0
14,2032,No,5,13,No,No,23.992867,0
31,2033,No,3,9,Yes,No,22.148546,2038
30,2034,No,6,8,Yes,Yes,30.883244,0
8,2039,No,4,9,No,Yes,20.707747,0
38,2034,No,7,9,No,Yes,31.792402,2036
36,2039,Yes,3,11,No,Yes,22.322426,2036
14,2035,No,5,7,Yes,Yes,26.596237,0
7,2039,No,5,9,No,Yes,23.728151,0
5,2040,No,4,9,No,No,19.955349,0
26,2039,No,4,13,No,Yes,30.893585,0
38,2032,No,7,12,Yes,No,28.140326,2036
15,2035,No,5,9,Yes,No,25.693466,0
5,2035,No,4,10,Yes,Yes,23.424263,0
30,2037,No,6,9,Yes,Yes,29.418112,0
13,2032,No,3,8,Yes,Yes,16.818377,0
1,2040,Yes,6,9,Yes,Yes,30.575659,2034
18,2039,No,5,11,Yes,Yes,27.051746,0
30,2034,No,6,9,No,Yes,32.543022,0
15,2032,No,5,7,No,Yes,20.456024,0
32,2040,Yes,3,9,No,Yes,25.794775,2038
14,2032,No,5,16,No,Yes,32.221531,0
34,2035,No,3,11,No,No,17.980406,2038
4,2038,No,5,0,No,No,19.452572,0
37,2033,No,6,15,Yes,Yes,26.687466,2036
3,2038,Yes,5,17,Yes,Yes,29.537567,2034
16,2040,No,3,9,Yes,Yes,26.679228,0
24,2039,No,5,14,Yes,Yes,20.599377,0
25,2036,No,5,9,No,No,26.936499,0
30,2032,No,6,9,Yes,No,31.467407,0
18,2036,No,5,9,Yes,Yes,17.618879,0
7,2039,No,5,13,No,Yes,27.240345,0
23,2038,No,2,14,Yes,Yes,18.531616,0
10,2033,No,6,9,Yes,No,29.115362,0
34,2034,No,3,9,Yes,No,22.911083,2038
26,2032,No,4,11,No,Yes,30.572699,0
36,2038,Yes,3,8,Yes,Yes,21.703611,2036
16,2033,No,3,9,No,No,29.680239,0
40,2033,No,4,7,No,No,34.746735,2036
12,2037,No,5,9,No,Yes,25.210772,0
31,2036,No,3,11,No,Yes,32.355736,2038
18,2033,No,5,10,Yes,No,24.686049,0
32,2038,Yes,3,9,No,Yes,21.942541,2038
10,2032,No,6,9,No,Yes,33.967712,0
7,2040,No,5,9,Yes,No,24.525055,0
33,2033,No,3,9,No,Yes,28.374311,2038
21,2033,No,4,13,No,No,19.93854,0
23,2036,No,2,15,Yes,Yes,21.143265,0
19,2040,No,5,9,Yes,Yes,26.295467,0
21,2039,No,4,9,Yes,Yes,20.113964,0
2,2039,Yes,6,11,Yes,No,28.903917,2034
8,2035,No,4,14,No,Yes,18.554739,0
14,2037,No,5,7,No,Yes,26.485518,0
32,2036,No,3,11,Yes,No,20.829382,2038
32,2040,Yes,3,7,No,No,33.508404,2038
15,2036,No,5,9,No,Yes,31.79043,0
27,2038,No,6,7,Yes,No,30.331575,0
29,2034,No,3,9,Yes,Yes,23.72267,0
25,2035,No,5,12,Yes,Yes,20.034527,0
33,2034,No,3,7,No,Yes,21.20092,2038
9,2037,No,3,7,No,No,29.853512,0
12,2035,No,5,11,Yes,No,32.421246,0
15,2039,No,5,10,No,No,19.626429,0
40,2032,No,4,8,Yes,No,29.860947,2036
22,2040,No,5,9,Yes,No,24.60475,0
12,2035,No,5,8,No,Yes,20.786694,0
3,2032,No,5,10,Yes,Yes,23.886784,2034
35,2036,No,3,14,No,Yes,29.940655,2038
11,2038,No,7,11,No,Yes,18.764805,0
27,2037,No,6,8,No,Yes,30.748259,0
15,2037,No,5,8,Yes,No,19.006672,0
22,2040,No,5,9,Yes,Yes,20.02648,0
22,2040,No,5,12,Yes,No,21.791124,0
35,2038,Yes,3,9,No,Yes,30.264458,2038
17,2038,No,6,8,Yes,No,28.254519,0
40,2040,Yes,4,9,No,Yes,21.255829,2036
23,2037,No,2,9,No,Yes,23.607738,0
27,2035,No,6,7,Yes,Yes,26.818386,0
22,2033,No,5,9,No,Yes,20.261593,0
33,2039,Yes,3,9,No,No,25.109922,2038
13,2038,No,3,11,No,No,31.007467,0
24,2040,No,5,9,Yes,Yes,17.862789,0
25,2038,No,5,9,No,Yes,23.877956,0
12,2035,No,5,9,No,Yes,18.859701,0
26,2032,No,4,7,No,No,26.051729,0
6,2032,No,6,9,No,Yes,25.468147,0
36,2033,No,3,11,Yes,Yes,30.470856,2036
10,2033,No,6,0,No,Yes,32.463848,0
15,2034,No,5,9,Yes,No,30.789814,0
34,2033,No,3,9,Yes,Yes,20.437647,2038
29,2037,No,3,11,Yes,No,27.964275,0
17,2040,No,6,9,No,Yes,20.524757,0
2,2034,Yes,6,11,No,Yes,20.059761,2034
14,2037,No,5,9,Yes,Yes,30.815908,0
39,2033,No,6,9,No,Yes,19.121414,2036
18,2034,No,5,9,Yes,Yes,24.635069,0
18,2040,No,5,9,No,Yes,36.253063,0
